ds,subject,ses,task,n_num
ds000114,sub-08,test,overtverbgeneration,1
ds000114,sub-08,retest,covertverbgeneration,1
ds000114,sub-08,retest,overtverbgeneration,1
ds000114,sub-08,retest,linebisection,1
ds000114,sub-08,retest,fingerfootlips,1
ds000114,sub-08,retest,overtwordrepetition,1
ds000114,sub-09,test,linebisection,1
ds000114,sub-09,test,overtwordrepetition,1
ds000114,sub-09,test,fingerfootlips,1
ds000114,sub-09,test,covertverbgeneration,1
ds000114,sub-09,test,overtverbgeneration,1
ds000114,sub-09,retest,linebisection,1
ds000114,sub-09,retest,covertverbgeneration,1
ds000114,sub-09,retest,overtverbgeneration,1
ds000114,sub-09,retest,fingerfootlips,1
ds000114,sub-09,retest,overtwordrepetition,1
ds000114,sub-10,test,overtwordrepetition,1
ds000114,sub-10,test,linebisection,1
ds000114,sub-10,test,fingerfootlips,1
ds000114,sub-10,test,covertverbgeneration,1
ds000114,sub-10,test,overtverbgeneration,1
ds000114,sub-10,retest,fingerfootlips,1
ds000114,sub-10,retest,linebisection,1
ds000114,sub-10,retest,overtwordrepetition,1
ds000114,sub-10,retest,covertverbgeneration,1
ds000114,sub-10,retest,overtverbgeneration,1
ds000115,sub-01,,letter2backtask,1
ds000115,sub-01,,letter1backtask,1
ds000115,sub-01,,letter0backtask,1
ds000115,sub-02,,letter0backtask,1
ds000115,sub-02,,letter1backtask,1
ds000115,sub-02,,letter2backtask,1
ds000115,sub-03,,letter1backtask,1
ds000115,sub-03,,letter2backtask,1
ds000115,sub-03,,letter0backtask,1
ds000115,sub-04,,letter2backtask,1
ds000115,sub-04,,letter0backtask,1
ds000115,sub-04,,letter1backtask,1
ds000115,sub-05,,letter0backtask,1
ds000115,sub-05,,letter2backtask,1
ds000115,sub-05,,letter1backtask,1
ds000115,sub-06,,letter0backtask,1
ds000115,sub-06,,letter1backtask,1
ds000115,sub-06,,letter2backtask,1
ds000115,sub-07,,letter2backtask,1
ds000115,sub-07,,letter0backtask,1
ds000115,sub-07,,letter1backtask,1
ds000115,sub-08,,letter1backtask,1
ds000115,sub-08,,letter0backtask,1
ds000115,sub-08,,letter2backtask,1
ds000115,sub-09,,letter1backtask,1
ds000115,sub-09,,letter0backtask,1
ds000115,sub-09,,letter2backtask,1
ds000115,sub-10,,letter0backtask,1
ds000115,sub-10,,letter2backtask,1
ds000115,sub-10,,letter1backtask,1
ds000115,sub-100,,letter0backtask,1
ds000115,sub-100,,letter2backtask,1
ds000115,sub-100,,letter1backtask,1
ds000115,sub-101,,letter2backtask,1
ds000115,sub-101,,letter0backtask,1
ds000115,sub-101,,letter1backtask,1
ds000115,sub-102,,letter2backtask,1
ds000115,sub-102,,letter0backtask,1
ds000115,sub-102,,letter1backtask,1
ds000115,sub-11,,letter1backtask,1
ds000115,sub-11,,letter0backtask,1
ds000115,sub-11,,letter2backtask,1
ds000115,sub-12,,letter2backtask,1
ds000115,sub-12,,letter0backtask,1
ds000115,sub-12,,letter1backtask,1
ds000115,sub-13,,letter0backtask,1
ds000115,sub-13,,letter1backtask,1
ds000115,sub-13,,letter2backtask,1
ds000115,sub-14,,letter1backtask,1
ds000115,sub-14,,letter0backtask,1
ds000115,sub-14,,letter2backtask,1
ds000115,sub-15,,letter1backtask,1
ds000115,sub-15,,letter2backtask,1
ds000115,sub-15,,letter0backtask,1
ds000115,sub-16,,letter1backtask,1
ds000115,sub-16,,letter2backtask,1
ds000115,sub-16,,letter0backtask,1
ds000115,sub-17,,letter0backtask,1
ds000115,sub-17,,letter2backtask,1
ds000115,sub-17,,letter1backtask,1
ds000115,sub-18,,letter1backtask,1
ds000115,sub-18,,letter0backtask,1
ds000115,sub-18,,letter2backtask,1
ds000115,sub-19,,letter2backtask,1
ds000115,sub-19,,letter0backtask,1
ds000115,sub-19,,letter1backtask,1
ds000115,sub-20,,letter0backtask,1
ds000115,sub-20,,letter1backtask,1
ds000115,sub-20,,letter2backtask,1
ds000115,sub-21,,letter0backtask,1
ds000115,sub-21,,letter1backtask,1
ds000115,sub-21,,letter2backtask,1
ds000115,sub-22,,letter0backtask,1
ds000115,sub-22,,letter2backtask,1
ds000115,sub-22,,letter1backtask,1
ds000115,sub-24,,letter0backtask,1
ds000115,sub-24,,letter1backtask,1
ds000115,sub-24,,letter2backtask,1
ds000115,sub-26,,letter0backtask,1
ds000115,sub-26,,letter1backtask,1
ds000115,sub-26,,letter2backtask,1
ds000115,sub-27,,letter0backtask,1
ds000115,sub-27,,letter1backtask,1
ds000115,sub-27,,letter2backtask,1
ds000115,sub-28,,letter0backtask,1
ds000115,sub-28,,letter1backtask,1
ds000115,sub-28,,letter2backtask,1
ds000115,sub-29,,letter1backtask,1
ds000115,sub-29,,letter2backtask,1
ds000115,sub-29,,letter0backtask,1
ds000115,sub-30,,letter2backtask,1
ds000115,sub-30,,letter1backtask,1
ds000115,sub-30,,letter0backtask,1
ds000115,sub-31,,letter2backtask,1
ds000115,sub-31,,letter0backtask,1
ds000115,sub-31,,letter1backtask,1
ds000115,sub-32,,letter2backtask,1
ds000115,sub-32,,letter1backtask,1
ds000115,sub-32,,letter0backtask,1
ds000115,sub-33,,letter1backtask,1
ds000115,sub-33,,letter2backtask,1
ds000115,sub-33,,letter0backtask,1
ds000115,sub-34,,letter1backtask,1
ds000115,sub-34,,letter0backtask,1
ds000115,sub-34,,letter2backtask,1
ds000115,sub-35,,letter0backtask,1
ds000115,sub-35,,letter2backtask,1
ds000115,sub-35,,letter1backtask,1
ds000115,sub-36,,letter2backtask,1
ds000115,sub-36,,letter1backtask,1
ds000115,sub-36,,letter0backtask,1
ds000115,sub-37,,letter0backtask,1
ds000115,sub-37,,letter2backtask,1
ds000115,sub-37,,letter1backtask,1
ds000115,sub-38,,letter1backtask,1
ds000115,sub-38,,letter2backtask,1
ds000115,sub-38,,letter0backtask,1
ds000115,sub-39,,letter0backtask,1
ds000115,sub-39,,letter2backtask,1
ds000115,sub-39,,letter1backtask,1
ds000115,sub-40,,letter0backtask,1
ds000115,sub-40,,letter2backtask,1
ds000115,sub-40,,letter1backtask,1
ds000115,sub-41,,letter0backtask,1
ds000115,sub-41,,letter2backtask,1
ds000115,sub-41,,letter1backtask,1
ds000115,sub-42,,letter1backtask,1
ds000115,sub-42,,letter0backtask,1
ds000115,sub-42,,letter2backtask,1
ds000115,sub-43,,letter1backtask,1
ds000115,sub-43,,letter0backtask,1
ds000115,sub-43,,letter2backtask,1
ds000115,sub-44,,letter0backtask,1
ds000115,sub-44,,letter1backtask,1
ds000115,sub-44,,letter2backtask,1
ds000115,sub-45,,letter2backtask,1
ds000115,sub-45,,letter1backtask,1
ds000115,sub-45,,letter0backtask,1
ds000115,sub-46,,letter1backtask,1
ds000115,sub-46,,letter2backtask,1
ds000115,sub-46,,letter0backtask,1
ds000115,sub-47,,letter1backtask,1
ds000115,sub-47,,letter2backtask,1
ds000115,sub-47,,letter0backtask,1
ds000115,sub-49,,letter2backtask,1
ds000115,sub-49,,letter0backtask,1
ds000115,sub-49,,letter1backtask,1
ds000115,sub-50,,letter2backtask,1
ds000115,sub-50,,letter0backtask,1
ds000115,sub-50,,letter1backtask,1
ds000115,sub-51,,letter0backtask,1
ds000115,sub-51,,letter2backtask,1
ds000115,sub-51,,letter1backtask,1
ds000115,sub-52,,letter2backtask,1
ds000115,sub-52,,letter1backtask,1
ds000115,sub-52,,letter0backtask,1
ds000115,sub-53,,letter2backtask,1
ds000115,sub-53,,letter0backtask,1
ds000115,sub-53,,letter1backtask,1
ds000115,sub-54,,letter2backtask,1
ds000115,sub-54,,letter0backtask,1
ds000115,sub-54,,letter1backtask,1
ds000115,sub-55,,letter2backtask,1
ds000115,sub-55,,letter0backtask,1
ds000115,sub-55,,letter1backtask,1
ds000115,sub-56,,letter1backtask,1
ds000115,sub-56,,letter2backtask,1
ds000115,sub-56,,letter0backtask,1
ds000115,sub-57,,letter0backtask,1
ds000115,sub-57,,letter2backtask,1
ds000115,sub-57,,letter1backtask,1
ds000115,sub-58,,letter2backtask,1
ds000115,sub-58,,letter1backtask,1
ds000115,sub-58,,letter0backtask,1
ds000115,sub-59,,letter0backtask,1
ds000115,sub-59,,letter1backtask,1
ds000115,sub-59,,letter2backtask,1
ds000115,sub-60,,letter1backtask,1
ds000115,sub-60,,letter0backtask,1
ds000115,sub-60,,letter2backtask,1
ds000115,sub-61,,letter1backtask,1
ds000115,sub-61,,letter0backtask,1
ds000115,sub-61,,letter2backtask,1
ds000115,sub-62,,letter0backtask,1
ds000115,sub-62,,letter2backtask,1
ds000115,sub-62,,letter1backtask,1
ds000115,sub-63,,letter2backtask,1
ds000115,sub-63,,letter0backtask,1
ds000115,sub-63,,letter1backtask,1
ds000115,sub-64,,letter1backtask,1
ds000115,sub-64,,letter2backtask,1
ds000115,sub-64,,letter0backtask,1
ds000115,sub-65,,letter2backtask,1
ds000115,sub-65,,letter0backtask,1
ds000115,sub-65,,letter1backtask,1
ds000115,sub-66,,letter1backtask,1
ds000115,sub-66,,letter0backtask,1
ds000115,sub-66,,letter2backtask,1
ds000115,sub-67,,letter1backtask,1
ds000115,sub-67,,letter2backtask,1
ds000115,sub-67,,letter0backtask,1
ds000115,sub-68,,letter0backtask,1
ds000115,sub-68,,letter2backtask,1
ds000115,sub-68,,letter1backtask,1
ds000115,sub-69,,letter0backtask,1
ds000115,sub-69,,letter1backtask,1
ds000115,sub-69,,letter2backtask,1
ds000115,sub-70,,letter2backtask,1
ds000115,sub-70,,letter1backtask,1
ds000115,sub-70,,letter0backtask,1
ds000115,sub-71,,letter1backtask,1
ds000115,sub-71,,letter2backtask,1
ds000115,sub-71,,letter0backtask,1
ds000115,sub-72,,letter1backtask,1
ds000115,sub-72,,letter2backtask,1
ds000115,sub-72,,letter0backtask,1
ds000115,sub-73,,letter2backtask,1
ds000115,sub-73,,letter0backtask,1
ds000115,sub-73,,letter1backtask,1
ds000115,sub-74,,letter2backtask,1
ds000115,sub-74,,letter0backtask,1
ds000115,sub-74,,letter1backtask,1
ds000115,sub-75,,letter2backtask,1
ds000115,sub-75,,letter0backtask,1
ds000115,sub-75,,letter1backtask,1
ds000115,sub-76,,letter1backtask,1
ds000115,sub-76,,letter0backtask,1
ds000115,sub-76,,letter2backtask,1
ds000115,sub-77,,letter0backtask,1
ds000115,sub-77,,letter2backtask,1
ds000115,sub-77,,letter1backtask,1
ds000115,sub-78,,letter2backtask,1
ds000115,sub-78,,letter0backtask,1
ds000115,sub-78,,letter1backtask,1
ds000115,sub-79,,letter1backtask,1
ds000115,sub-79,,letter2backtask,1
ds000115,sub-79,,letter0backtask,1
ds000115,sub-80,,letter2backtask,1
ds000115,sub-80,,letter1backtask,1
ds000115,sub-80,,letter0backtask,1
ds000115,sub-81,,letter2backtask,1
ds000115,sub-81,,letter0backtask,1
ds000115,sub-81,,letter1backtask,1
ds000115,sub-82,,letter2backtask,1
ds000115,sub-82,,letter1backtask,1
ds000115,sub-82,,letter0backtask,1
ds000115,sub-83,,letter2backtask,1
ds000115,sub-83,,letter1backtask,1
ds000115,sub-83,,letter0backtask,1
ds000115,sub-84,,letter1backtask,1
ds000115,sub-84,,letter2backtask,1
ds000115,sub-84,,letter0backtask,1
ds000115,sub-85,,letter1backtask,1
ds000115,sub-85,,letter0backtask,1
ds000115,sub-85,,letter2backtask,1
ds000115,sub-86,,letter2backtask,1
ds000115,sub-86,,letter1backtask,1
ds000115,sub-86,,letter0backtask,1
ds000115,sub-87,,letter1backtask,1
ds000115,sub-87,,letter0backtask,1
ds000115,sub-87,,letter2backtask,1
ds000115,sub-88,,letter2backtask,1
ds000115,sub-88,,letter1backtask,1
ds000115,sub-88,,letter0backtask,1
ds000115,sub-89,,letter2backtask,1
ds000115,sub-89,,letter0backtask,1
ds000115,sub-89,,letter1backtask,1
ds000115,sub-90,,letter2backtask,1
ds000115,sub-90,,letter1backtask,1
ds000115,sub-90,,letter0backtask,1
ds000115,sub-91,,letter2backtask,1
ds000115,sub-91,,letter1backtask,1
ds000115,sub-91,,letter0backtask,1
ds000115,sub-92,,letter1backtask,1
ds000115,sub-92,,letter2backtask,1
ds000115,sub-92,,letter0backtask,1
ds000115,sub-93,,letter0backtask,1
ds000115,sub-93,,letter2backtask,1
ds000115,sub-93,,letter1backtask,1
ds000115,sub-94,,letter1backtask,1
ds000115,sub-94,,letter2backtask,1
ds000115,sub-94,,letter0backtask,1
ds000115,sub-95,,letter1backtask,1
ds000115,sub-95,,letter2backtask,1
ds000115,sub-95,,letter0backtask,1
ds000115,sub-96,,letter2backtask,1
ds000115,sub-96,,letter0backtask,1
ds000115,sub-96,,letter1backtask,1
ds000115,sub-97,,letter2backtask,1
ds000115,sub-97,,letter0backtask,1
ds000115,sub-97,,letter1backtask,1
ds000115,sub-98,,letter2backtask,1
ds000115,sub-98,,letter1backtask,1
ds000115,sub-98,,letter0backtask,1
ds000115,sub-99,,letter0backtask,1
ds000115,sub-99,,letter2backtask,1
ds000115,sub-99,,letter1backtask,1
ds000116,sub-01,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-01,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-02,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-02,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-03,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-03,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-04,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-04,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-05,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-05,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-06,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-06,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-07,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-07,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-08,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-08,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-09,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-09,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-10,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-10,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-11,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-11,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-12,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-12,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-13,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-13,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-14,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-14,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-15,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-15,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-16,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-16,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-17,,visualoddballwithbuttonresponsetotargetstimuli,3
ds000116,sub-17,,auditoryoddballwithbuttonresponsetotargetstimuli,3
ds000119,sub-01,,visualguidedsaccade,4
ds000119,sub-02,,visualguidedsaccade,4
ds000119,sub-03,,visualguidedsaccade,3
ds000119,sub-04,,visualguidedsaccade,4
ds000119,sub-05,,visualguidedsaccade,4
ds000119,sub-06,,visualguidedsaccade,4
ds000119,sub-07,,visualguidedsaccade,4
ds000119,sub-08,,visualguidedsaccade,4
ds000119,sub-09,,visualguidedsaccade,4
ds000119,sub-10,,visualguidedsaccade,4
ds000119,sub-11,,visualguidedsaccade,4
ds000119,sub-12,,visualguidedsaccade,4
ds000119,sub-13,,visualguidedsaccade,4
ds000119,sub-14,,visualguidedsaccade,4
ds000119,sub-15,,visualguidedsaccade,4
ds000119,sub-16,,visualguidedsaccade,4
ds000119,sub-17,,visualguidedsaccade,4
ds000119,sub-18,,visualguidedsaccade,4
ds000119,sub-19,,visualguidedsaccade,4
ds000119,sub-20,,visualguidedsaccade,3
ds000119,sub-21,,visualguidedsaccade,4
ds000119,sub-22,,visualguidedsaccade,4
ds000119,sub-24,,visualguidedsaccade,3
ds000119,sub-25,,visualguidedsaccade,4
ds000119,sub-26,,visualguidedsaccade,3
ds000119,sub-28,,visualguidedsaccade,4
ds000119,sub-30,,visualguidedsaccade,3
ds000119,sub-31,,visualguidedsaccade,4
ds000119,sub-33,,visualguidedsaccade,4
ds000119,sub-34,,visualguidedsaccade,4
ds000119,sub-35,,visualguidedsaccade,4
ds000119,sub-36,,visualguidedsaccade,4
ds000119,sub-38,,visualguidedsaccade,4
ds000119,sub-39,,visualguidedsaccade,4
ds000119,sub-40,,visualguidedsaccade,4
ds000119,sub-41,,visualguidedsaccade,4
ds000119,sub-42,,visualguidedsaccade,4
ds000119,sub-43,,visualguidedsaccade,4
ds000119,sub-44,,visualguidedsaccade,4
ds000119,sub-45,,visualguidedsaccade,4
ds000119,sub-46,,visualguidedsaccade,4
ds000119,sub-47,,visualguidedsaccade,4
ds000119,sub-48,,visualguidedsaccade,4
ds000119,sub-49,,visualguidedsaccade,4
ds000119,sub-50,,visualguidedsaccade,3
ds000119,sub-51,,visualguidedsaccade,4
ds000119,sub-52,,visualguidedsaccade,4
ds000119,sub-53,,visualguidedsaccade,4
ds000119,sub-54,,visualguidedsaccade,4
ds000119,sub-55,,visualguidedsaccade,4
ds000119,sub-56,,visualguidedsaccade,4
ds000119,sub-57,,visualguidedsaccade,3
ds000119,sub-58,,visualguidedsaccade,4
ds000119,sub-59,,visualguidedsaccade,4
ds000119,sub-60,,visualguidedsaccade,4
ds000119,sub-61,,visualguidedsaccade,4
ds000119,sub-62,,visualguidedsaccade,4
ds000119,sub-63,,visualguidedsaccade,4
ds000119,sub-64,,visualguidedsaccade,4
ds000119,sub-65,,visualguidedsaccade,4
ds000119,sub-66,,visualguidedsaccade,4
ds000119,sub-67,,visualguidedsaccade,4
ds000119,sub-68,,visualguidedsaccade,4
ds000119,sub-69,,visualguidedsaccade,4
ds000119,sub-70,,visualguidedsaccade,4
ds000119,sub-71,,visualguidedsaccade,4
ds000119,sub-72,,visualguidedsaccade,3
ds000119,sub-73,,visualguidedsaccade,3
ds000119,sub-74,,visualguidedsaccade,4
ds000119,sub-75,,visualguidedsaccade,4
ds000119,sub-76,,visualguidedsaccade,4
ds000119,sub-77,,visualguidedsaccade,4
ds000119,sub-78,,visualguidedsaccade,4
ds000120,sub-01,,antisaccadetaskwithfixedorder,3
ds000120,sub-02,,antisaccadetaskwithfixedorder,3
ds000120,sub-03,,antisaccadetaskwithfixedorder,3
ds000120,sub-04,,antisaccadetaskwithfixedorder,3
ds000120,sub-05,,antisaccadetaskwithfixedorder,2
ds000120,sub-06,,antisaccadetaskwithfixedorder,3
ds000120,sub-08,,antisaccadetaskwithfixedorder,3
ds000120,sub-09,,antisaccadetaskwithfixedorder,2
ds000120,sub-10,,antisaccadetaskwithfixedorder,3
ds000120,sub-11,,antisaccadetaskwithfixedorder,3
ds000120,sub-12,,antisaccadetaskwithfixedorder,2
ds000120,sub-13,,antisaccadetaskwithfixedorder,2
ds000120,sub-14,,antisaccadetaskwithfixedorder,3
ds000120,sub-15,,antisaccadetaskwithfixedorder,2
ds000120,sub-16,,antisaccadetaskwithfixedorder,2
ds000120,sub-17,,antisaccadetaskwithfixedorder,3
ds000120,sub-18,,antisaccadetaskwithfixedorder,3
ds000120,sub-19,,antisaccadetaskwithfixedorder,3
ds000120,sub-20,,antisaccadetaskwithfixedorder,2
ds000120,sub-21,,antisaccadetaskwithfixedorder,3
ds000120,sub-22,,antisaccadetaskwithfixedorder,3
ds000120,sub-23,,antisaccadetaskwithfixedorder,2
ds000120,sub-24,,antisaccadetaskwithfixedorder,3
ds000120,sub-25,,antisaccadetaskwithfixedorder,3
ds000120,sub-26,,antisaccadetaskwithfixedorder,3
ds000120,sub-27,,antisaccadetaskwithfixedorder,3
ds000121,sub-01,,incentiveantisaccade,4
ds000121,sub-02,,incentiveantisaccade,4
ds000121,sub-03,,incentiveantisaccade,4
ds000121,sub-04,,incentiveantisaccade,4
ds000121,sub-05,,incentiveantisaccade,4
ds000121,sub-06,,incentiveantisaccade,4
ds000121,sub-07,,incentiveantisaccade,1
ds000121,sub-08,,incentiveantisaccade,4
ds000121,sub-09,,incentiveantisaccade,4
ds000121,sub-10,,incentiveantisaccade,4
ds000121,sub-11,,incentiveantisaccade,4
ds000121,sub-12,,incentiveantisaccade,4
ds000121,sub-13,,incentiveantisaccade,4
ds000121,sub-14,,incentiveantisaccade,4
ds000121,sub-15,,incentiveantisaccade,4
ds000121,sub-16,,incentiveantisaccade,4
ds000121,sub-17,,incentiveantisaccade,4
ds000121,sub-18,,incentiveantisaccade,4
ds000121,sub-19,,incentiveantisaccade,4
ds000121,sub-20,,incentiveantisaccade,4
ds000121,sub-21,,incentiveantisaccade,4
ds000121,sub-22,,incentiveantisaccade,4
ds000121,sub-23,,incentiveantisaccade,3
ds000121,sub-24,,incentiveantisaccade,4
ds000121,sub-25,,incentiveantisaccade,4
ds000121,sub-26,,incentiveantisaccade,4
ds000121,sub-27,,incentiveantisaccade,4
ds000121,sub-28,,incentiveantisaccade,2
ds000133,sub-01,post,rest,3
ds000133,sub-01,pre,rest,3
ds000133,sub-02,post,rest,3
ds000133,sub-02,pre,rest,3
ds000133,sub-03,post,rest,3
ds000133,sub-03,pre,rest,3
ds000133,sub-04,post,rest,3
ds000133,sub-04,pre,rest,3
ds000133,sub-05,post,rest,3
ds000133,sub-05,pre,rest,3
ds000133,sub-06,post,rest,3
ds000133,sub-06,pre,rest,3
ds000133,sub-07,post,rest,3
ds000133,sub-07,pre,rest,3
ds000133,sub-08,post,rest,3
ds000133,sub-08,pre,rest,3
ds000133,sub-09,post,rest,3
ds000133,sub-09,pre,rest,3
ds000133,sub-10,post,rest,3
ds000133,sub-10,pre,rest,3
ds000133,sub-11,post,rest,3
ds000133,sub-11,pre,rest,3
ds000133,sub-12,post,rest,3
ds000133,sub-12,pre,rest,3
ds000133,sub-13,post,rest,3
ds000133,sub-13,pre,rest,3
ds000133,sub-14,post,rest,3
ds000133,sub-14,pre,rest,3
ds000133,sub-15,post,rest,3
ds000133,sub-15,pre,rest,3
ds000133,sub-16,post,rest,3
ds000133,sub-16,pre,rest,3
ds000133,sub-17,post,rest,3
ds000133,sub-17,pre,rest,3
ds000133,sub-18,post,rest,3
ds000133,sub-18,pre,rest,3
ds000133,sub-19,post,rest,3
ds000133,sub-19,pre,rest,3
ds000133,sub-20,post,rest,3
ds000133,sub-20,pre,rest,3
ds000133,sub-21,post,rest,3
ds000133,sub-21,pre,rest,3
ds000133,sub-22,post,rest,3
ds000133,sub-22,pre,rest,3
ds000133,sub-23,post,rest,3
ds000133,sub-23,pre,rest,3
ds000133,sub-24,post,rest,3
ds000133,sub-24,pre,rest,3
ds000133,sub-25,post,rest,3
ds000133,sub-25,pre,rest,3
ds000133,sub-26,post,rest,3
ds000133,sub-26,pre,rest,3
ds000140,sub-01,,heatpainwithregulationandratings,9
ds000140,sub-02,,heatpainwithregulationandratings,9
ds000140,sub-03,,heatpainwithregulationandratings,9
ds000140,sub-04,,heatpainwithregulationandratings,9
ds000140,sub-05,,heatpainwithregulationandratings,9
ds000140,sub-06,,heatpainwithregulationandratings,9
ds000140,sub-07,,heatpainwithregulationandratings,9
ds000140,sub-08,,heatpainwithregulationandratings,9
ds000140,sub-09,,heatpainwithregulationandratings,9
ds000140,sub-10,,heatpainwithregulationandratings,9
ds000140,sub-11,,heatpainwithregulationandratings,9
ds000140,sub-12,,heatpainwithregulationandratings,9
ds000140,sub-13,,heatpainwithregulationandratings,9
ds000140,sub-14,,heatpainwithregulationandratings,9
ds000140,sub-15,,heatpainwithregulationandratings,9
ds000140,sub-16,,heatpainwithregulationandratings,9
ds000140,sub-17,,heatpainwithregulationandratings,9
ds000140,sub-18,,heatpainwithregulationandratings,9
ds000140,sub-19,,heatpainwithregulationandratings,9
ds000140,sub-20,,heatpainwithregulationandratings,9
ds000140,sub-21,,heatpainwithregulationandratings,9
ds000140,sub-22,,heatpainwithregulationandratings,9
ds000140,sub-23,,heatpainwithregulationandratings,9
ds000140,sub-24,,heatpainwithregulationandratings,9
ds000140,sub-25,,heatpainwithregulationandratings,9
ds000140,sub-26,,heatpainwithregulationandratings,9
ds000140,sub-27,,heatpainwithregulationandratings,9
ds000140,sub-28,,heatpainwithregulationandratings,9
ds000140,sub-29,,heatpainwithregulationandratings,9
ds000140,sub-30,,heatpainwithregulationandratings,9
ds000140,sub-31,,heatpainwithregulationandratings,9
ds000140,sub-32,,heatpainwithregulationandratings,9
ds000140,sub-33,,heatpainwithregulationandratings,9
ds000148,sub-01,,figure2backwith1backlures,3
ds000148,sub-02,,figure2backwith1backlures,3
ds000148,sub-03,,figure2backwith1backlures,3
ds000148,sub-04,,figure2backwith1backlures,3
ds000148,sub-05,,figure2backwith1backlures,3
ds000148,sub-06,,figure2backwith1backlures,3
ds000148,sub-07,,figure2backwith1backlures,3
ds000148,sub-08,,figure2backwith1backlures,3
ds000148,sub-09,,figure2backwith1backlures,3
ds000148,sub-10,,figure2backwith1backlures,3
ds000148,sub-11,,figure2backwith1backlures,3
ds000148,sub-12,,figure2backwith1backlures,3
ds000148,sub-13,,figure2backwith1backlures,3
ds000148,sub-14,,figure2backwith1backlures,3
ds000148,sub-15,,figure2backwith1backlures,3
ds000148,sub-16,,figure2backwith1backlures,3
ds000148,sub-17,,figure2backwith1backlures,3
ds000148,sub-18,,figure2backwith1backlures,3
ds000148,sub-19,,figure2backwith1backlures,3
ds000148,sub-20,,figure2backwith1backlures,3
ds000148,sub-21,,figure2backwith1backlures,3
ds000148,sub-22,,figure2backwith1backlures,3
ds000148,sub-23,,figure2backwith1backlures,3
ds000148,sub-24,,figure2backwith1backlures,3
ds000148,sub-25,,figure2backwith1backlures,3
ds000148,sub-26,,figure2backwith1backlures,3
ds000148,sub-27,,figure2backwith1backlures,3
ds000148,sub-28,,figure2backwith1backlures,3
ds000148,sub-29,,figure2backwith1backlures,3
ds000148,sub-30,,figure2backwith1backlures,3
ds000148,sub-31,,figure2backwith1backlures,3
ds000148,sub-32,,figure2backwith1backlures,3
ds000148,sub-33,,figure2backwith1backlures,3
ds000148,sub-34,,figure2backwith1backlures,3
ds000148,sub-35,,figure2backwith1backlures,3
ds000148,sub-36,,figure2backwith1backlures,3
ds000148,sub-37,,figure2backwith1backlures,3
ds000148,sub-38,,figure2backwith1backlures,3
ds000148,sub-39,,figure2backwith1backlures,3
ds000148,sub-40,,figure2backwith1backlures,3
ds000148,sub-41,,figure2backwith1backlures,3
ds000148,sub-42,,figure2backwith1backlures,3
ds000148,sub-43,,figure2backwith1backlures,3
ds000148,sub-44,,figure2backwith1backlures,3
ds000148,sub-45,,figure2backwith1backlures,3
ds000148,sub-46,,figure2backwith1backlures,3
ds000148,sub-47,,figure2backwith1backlures,3
ds000148,sub-48,,figure2backwith1backlures,3
ds000148,sub-49,,figure2backwith1backlures,3
ds000157,sub-01,,passiveimageviewing,1
ds000157,sub-02,,passiveimageviewing,1
ds000157,sub-03,,passiveimageviewing,1
ds000157,sub-04,,passiveimageviewing,1
ds000157,sub-05,,passiveimageviewing,1
ds000157,sub-06,,passiveimageviewing,1
ds000157,sub-07,,passiveimageviewing,1
ds000157,sub-08,,passiveimageviewing,1
